,Locations,March Europe,March Korea,March Japan,"YTD
Europe","YTD
Korea","YTD
Japan",Month,Year,latitude,longitude
1600,Total Gaming Revenue,"9,10,679.05","17,31,912.55","17,59,250.00","38,44,995.65","55,95,058.20","55,06,131.35",December,2022,,
1601,Kaiserslautern,"1,96,657.79",0.00,0.00,"854,643 .74",0.00,0.00,December,2023,,
1602,Grafenwoehr,"1,37,055.90",0.00,0.00,"6,28,211.35",0.00,0.00,December,2023,,
1603,Wiesbaden,"2,15,612.10",0.00,0.00,"8,40,159.30",0.00,0.00,December,2023,,
1604,Vicenza,"1,09,253.10",0.00,0.00,"3,98,341.20",0.00,0.00,December,2023,45.545479,11.535421
1605,Livorno,437.60,0.00,0.00,"27,145.50",0.00,0.00,December,2023,43.548473,10.310567
1606,Stuttgart,"2,01,813.45",0.00,0.00,"7,33,809.85",0.00,0.00,December,2023,48.775418,9.181759
1607,Baumholder,"48,298.45",0.00,0.00,"1,37,950.15",0.00,0.00,December,2023,49.613889,7.333333
1608,Ansbach,"14,963.13",0.00,0.00,"1,32,132.98",0.00,0.00,December,2023,49.300425,10.571936
1609,Brunssum,"3,501.00",0.00,0.00,"13,399.05",0.00,0.00,December,2023,50.948896,5.972166
1610,AFRC Edelweiss Lodge,"23,178.20",0.00,0.00,"71,407.89",0.00,0.00,December,2023,,
1611,Hohenfels,"5,153.80",0.00,0.00,"1,01,131.25",0.00,0.00,December,2023,49.203278,11.849022
1612,Naples Navy,"91,870.90",0.00,0.00,"2,56,665.25",0.00,0.00,December,2023,,
1613,Sigonella Navy,"70,596.65",0.00,0.00,"200,756 .25",0.00,0.00,December,2023,,
1614,Rota Navy,"88,509.70",0.00,0.00,"2,30,928.45",0.00,0.00,December,2023,,
1615,Souda Bay Navy,"23,784.60",0.00,0.00,"46,230.70",0.00,0.00,December,2023,,
1616,AFRC Dragon Hill Lodge,0.00,"1,79,997.70",0.00,0.00,"813,803 .30",0.00,December,2023,,
1617,Seoul,0.00,"7,193.75",0.00,0.00,"29,890.20",0.00,December,2023,37.566535,126.97797
1618,Casey &   Hovey,0.00,"2,12,815.50",0.00,0.00,"6,14,701.70",0.00,December,2023,,
1619,Camp Humphreys,0.00,"9,17,606.55",0.00,0.00,"30,62,426.05",0.00,December,2023,,
1620,Daegu,0.00,"1,50,007.59",0.00,0.00,"3,18,959.30",0.00,December,2023,,
1621,Chinhae Navy,0.00,"49,470.05",0.00,0.00,"86,992.55",0.00,December,2023,,
1622,Camp Zama,0.00,0.00,"60,067.05",0.00,0.00,"3,55,374.60",December,2023,,
1623,Fuji Marines,0.00,0.00,"6,108.90",0.00,0.00,"16,716.80",December,2023,,
1624,Sanna Navy,0.00,0.00,"1,05,756.90",0.00,0.00,"3,34,576.35",December,2023,,
1625,Atsugi Navy,0.00,0.00,"1,02,165.15",0.00,0.00,"2,71,633.10",December,2023,,
1626,Okinawa,0.00,0.00,"9,977.25",0.00,0.00,"25,979.00",December,2023,26.212401,127.68093
1627,Okinawa Marines,0.00,0.00,"7,92,074.90",0.00,0.00,"29,94,713.95",December,2023,,
1628,Okinawa Navy,0.00,0.00,"41,636.80",0.00,0.00,"1,73,363.10",December,2023,,
1629,Iwakuni Marines,0.00,0.00,"1,67,680.35",0.00,0.00,"5,35,915.30",December,2023,,
1630,Sasebo Navy,0.00,0.00,"1,11,517.10",0.00,0.00,"6,51,567.15",December,2023,,
1631,Yokosuka Navy,0.00,0.00,"3,89,418.85",0.00,0.00,"12,73,000.40",December,2023,,
1632,Singapore Navy,0.00,0.00,"1,209.70",0.00,0.00,"3,948.20",December,2023,,
1633,Total Gaming Revenue,"12,30,686.37","15,17,091.14","17,87,612.95","46,72,912.91","49,26,773.10","66,36,787.95",December,2023,,
